A52	0	Late syphilis	Late syphilis
A52.0	0	Cardiovascular and cerebrovascular syphilis	Cardiovascular and cerebrovascular syphilis
A52.00	1	Cardiovascular syphilis, unspecified	Cardiovascular syphilis, unspecified
A52.01	1	Syphilitic aneurysm of aorta	Syphilitic aneurysm of aorta
A52.02	1	Syphilitic aortitis	Syphilitic aortitis
A52.03	1	Syphilitic endocarditis	Syphilitic endocarditis
A52.04	1	Syphilitic cerebral arteritis	Syphilitic cerebral arteritis
A52.05	1	Other cerebrovascular syphilis	Other cerebrovascular syphilis
A52.06	1	Other syphilitic heart involvement	Other syphilitic heart involvement
A52.09	1	Other cardiovascular syphilis	Other cardiovascular syphilis
A52.1	0	Symptomatic neurosyphilis	Symptomatic neurosyphilis
A52.10	1	Symptomatic neurosyphilis, unspecified	Symptomatic neurosyphilis, unspecified
A52.11	1	Tabes dorsalis	Tabes dorsalis
A52.12	1	Other cerebrospinal syphilis	Other cerebrospinal syphilis
A52.13	1	Late syphilitic meningitis	Late syphilitic meningitis
A52.14	1	Late syphilitic encephalitis	Late syphilitic encephalitis
A52.15	1	Late syphilitic neuropathy	Late syphilitic neuropathy
A52.16	1	Charcot's arthropathy (tabetic)	Charcot's arthropathy (tabetic)
A52.17	1	General paresis	General paresis
A52.19	1	Other symptomatic neurosyphilis	Other symptomatic neurosyphilis
A52.2	1	Asymptomatic neurosyphilis	Asymptomatic neurosyphilis
A52.3	1	Neurosyphilis, unspecified	Neurosyphilis, unspecified
A52.7	0	Other symptomatic late syphilis	Other symptomatic late syphilis
A52.71	1	Late syphilitic oculopathy	Late syphilitic oculopathy
A52.72	1	Syphilis of lung and bronchus	Syphilis of lung and bronchus
A52.73	1	Symptomatic late syphilis of other respiratory organs	Symptomatic late syphilis of other respiratory organs
A52.74	1	Syphilis of liver and other viscera	Syphilis of liver and other viscera
A52.75	1	Syphilis of kidney and ureter	Syphilis of kidney and ureter
A52.76	1	Other genitourinary symptomatic late syphilis	Other genitourinary symptomatic late syphilis
A52.77	1	Syphilis of bone and joint	Syphilis of bone and joint
A52.78	1	Syphilis of other musculoskeletal tissue	Syphilis of other musculoskeletal tissue
A52.79	1	Other symptomatic late syphilis	Other symptomatic late syphilis
A52.8	1	Late syphilis, latent	Late syphilis, latent
A52.9	1	Late syphilis, unspecified	Late syphilis, unspecified
A53	0	Other and unspecified syphilis	Other and unspecified syphilis
A53.0	1	Latent syphilis, unspecified as early or late	Latent syphilis, unspecified as early or late
A53.9	1	Syphilis, unspecified	Syphilis, unspecified
A54	0	Gonococcal infection	Gonococcal infection
A54.0	0	Gonocl infct of low GU tract w/o periureth or acc glnd	Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
A54.00	1	Gonococcal infection of lower genitourinary tract, uns	Gonococcal infection of lower genitourinary tract, unspecified
A54.01	1	Gonococcal cystitis and urethritis, unspecified	Gonococcal cystitis and urethritis, unspecified
A54.02	1	Gonococcal vulvovaginitis, unspecified	Gonococcal vulvovaginitis, unspecified
A54.03	1	Gonococcal cervicitis, unspecified	Gonococcal cervicitis, unspecified
A54.09	1	Other gonococcal infection of lower genitourinary trac	Other gonococcal infection of lower genitourinary tract
A54.1	1	Gonocl infct of lower GU tract w periureth and acc gln	Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
A54.2	0	Gonococcal pelviperitonitis and oth gonococcal GU infe	Gonococcal pelviperitonitis and other gonococcal genitourinary infection
A54.21	1	Gonococcal infection of kidney and ureter	Gonococcal infection of kidney and ureter
A54.22	1	Gonococcal prostatitis	Gonococcal prostatitis
A54.23	1	Gonococcal infection of other male genital organs	Gonococcal infection of other male genital organs
A54.24	1	Gonococcal female pelvic inflammatory disease	Gonococcal female pelvic inflammatory disease
A54.29	1	Other gonococcal genitourinary infections	Other gonococcal genitourinary infections
A54.3	0	Gonococcal infection of eye	Gonococcal infection of eye
A54.30	1	Gonococcal infection of eye, unspecified	Gonococcal infection of eye, unspecified
A54.31	1	Gonococcal conjunctivitis	Gonococcal conjunctivitis
A54.32	1	Gonococcal iridocyclitis	Gonococcal iridocyclitis
A54.33	1	Gonococcal keratitis	Gonococcal keratitis
A54.39	1	Other gonococcal eye infection	Other gonococcal eye infection
A54.4	0	Gonococcal infection of musculoskeletal system	Gonococcal infection of musculoskeletal system
A54.40	1	Gonococcal infection of musculoskeletal system, unspec	Gonococcal infection of musculoskeletal system, unspecified
A54.41	1	Gonococcal spondylopathy	Gonococcal spondylopathy
A54.42	1	Gonococcal arthritis	Gonococcal arthritis
A54.43	1	Gonococcal osteomyelitis	Gonococcal osteomyelitis
A54.49	1	Gonococcal infection of other musculoskeletal tissue	Gonococcal infection of other musculoskeletal tissue
A54.5	1	Gonococcal pharyngitis	Gonococcal pharyngitis
A54.6	1	Gonococcal infection of anus and rectum	Gonococcal infection of anus and rectum
A54.8	0	Other gonococcal infections	Other gonococcal infections
A54.81	1	Gonococcal meningitis	Gonococcal meningitis
A54.82	1	Gonococcal brain abscess	Gonococcal brain abscess
A54.83	1	Gonococcal heart infection	Gonococcal heart infection
A54.84	1	Gonococcal pneumonia	Gonococcal pneumonia
A54.85	1	Gonococcal peritonitis	Gonococcal peritonitis
A54.86	1	Gonococcal sepsis	Gonococcal sepsis
A54.89	1	Other gonococcal infections	Other gonococcal infections
A54.9	1	Gonococcal infection, unspecified	Gonococcal infection, unspecified
A55	1	Chlamydial lymphogranuloma (venereum)	Chlamydial lymphogranuloma (venereum)
A56	0	Other sexually transmitted chlamydial diseases	Other sexually transmitted chlamydial diseases
A56.0	0	Chlamydial infection of lower genitourinary tract	Chlamydial infection of lower genitourinary tract
A56.00	1	Chlamydial infection of lower genitourinary tract, uns	Chlamydial infection of lower genitourinary tract, unspecified
A56.01	1	Chlamydial cystitis and urethritis	Chlamydial cystitis and urethritis
A56.02	1	Chlamydial vulvovaginitis	Chlamydial vulvovaginitis
A56.09	1	Other chlamydial infection of lower genitourinary trac	Other chlamydial infection of lower genitourinary tract
A56.1	0	Chlamydial infection of pelviperitoneum and oth GU org	Chlamydial infection of pelviperitoneum and other genitourinary organs
A56.11	1	Chlamydial female pelvic inflammatory disease	Chlamydial female pelvic inflammatory disease
A56.19	1	Other chlamydial genitourinary infection	Other chlamydial genitourinary infection
A56.2	1	Chlamydial infection of genitourinary tract, unspecifi	Chlamydial infection of genitourinary tract, unspecified
A56.3	1	Chlamydial infection of anus and rectum	Chlamydial infection of anus and rectum
A56.4	1	Chlamydial infection of pharynx	Chlamydial infection of pharynx
A56.8	1	Sexually transmitted chlamydial infection of other sit	Sexually transmitted chlamydial infection of other sites
A57	1	Chancroid	Chancroid
A58	1	Granuloma inguinale	Granuloma inguinale
A59	0	Trichomoniasis	Trichomoniasis
A59.0	0	Urogenital trichomoniasis	Urogenital trichomoniasis
A59.00	1	Urogenital trichomoniasis, unspecified	Urogenital trichomoniasis, unspecified
A59.01	1	Trichomonal vulvovaginitis	Trichomonal vulvovaginitis
A59.02	1	Trichomonal prostatitis	Trichomonal prostatitis
A59.03	1	Trichomonal cystitis and urethritis	Trichomonal cystitis and urethritis
A59.09	1	Other urogenital trichomoniasis	Other urogenital trichomoniasis
A59.8	1	Trichomoniasis of other sites	Trichomoniasis of other sites
A59.9	1	Trichomoniasis, unspecified	Trichomoniasis, unspecified
A60	0	Anogenital herpesviral [herpes simplex] infections	Anogenital herpesviral [herpes simplex] infections
A60.0	0	Herpesviral infection of genitalia and urogenital trac	Herpesviral infection of genitalia and urogenital tract
A60.00	1	Herpesviral infection of urogenital system, unspecifie	Herpesviral infection of urogenital system, unspecified
A60.01	1	Herpesviral infection of penis	Herpesviral infection of penis
A60.02	1	Herpesviral infection of other male genital organs	Herpesviral infection of other male genital organs
A60.03	1	Herpesviral cervicitis	Herpesviral cervicitis
A60.04	1	Herpesviral vulvovaginitis	Herpesviral vulvovaginitis
A60.09	1	Herpesviral infection of other urogenital tract	Herpesviral infection of other urogenital tract
A60.1	1	Herpesviral infection of perianal skin and rectum	Herpesviral infection of perianal skin and rectum
A60.9	1	Anogenital herpesviral infection, unspecified	Anogenital herpesviral infection, unspecified
A63	0	Oth predominantly sexually transmitted diseases, NEC	Other predominantly sexually transmitted diseases, not elsewhere classified
A63.0	1	Anogenital (venereal) warts	Anogenital (venereal) warts
A63.8	1	Other specified predominantly sexually transmitted dis	Other specified predominantly sexually transmitted diseases
A64	1	Unspecified sexually transmitted disease	Unspecified sexually transmitted disease
A65	1	Nonvenereal syphilis	Nonvenereal syphilis
A66	0	Yaws	Yaws
A66.0	1	Initial lesions of yaws	Initial lesions of yaws
A66.1	1	Multiple papillomata and wet crab yaws	Multiple papillomata and wet crab yaws
A66.2	1	Other early skin lesions of yaws	Other early skin lesions of yaws
A66.3	1	Hyperkeratosis of yaws	Hyperkeratosis of yaws
A66.4	1	Gummata and ulcers of yaws	Gummata and ulcers of yaws
A66.5	1	Gangosa	Gangosa
A66.6	1	Bone and joint lesions of yaws	Bone and joint lesions of yaws
A66.7	1	Other manifestations of yaws	Other manifestations of yaws
A66.8	1	Latent yaws	Latent yaws
A66.9	1	Yaws, unspecified	Yaws, unspecified
A67	0	Pinta [carate]	Pinta [carate]
A67.0	1	Primary lesions of pinta	Primary lesions of pinta
A67.1	1	Intermediate lesions of pinta	Intermediate lesions of pinta
A67.2	1	Late lesions of pinta	Late lesions of pinta
A67.3	1	Mixed lesions of pinta	Mixed lesions of pinta
A67.9	1	Pinta, unspecified	Pinta, unspecified
A68	0	Relapsing fevers	Relapsing fevers
A68.0	1	Louse-borne relapsing fever	Louse-borne relapsing fever
A68.1	1	Tick-borne relapsing fever	Tick-borne relapsing fever
A68.9	1	Relapsing fever, unspecified	Relapsing fever, unspecified
A69	0	Other spirochetal infections	Other spirochetal infections
A69.0	1	Necrotizing ulcerative stomatitis	Necrotizing ulcerative stomatitis
A69.1	1	Other Vincent's infections	Other Vincent's infections
A69.2	0	Lyme disease	Lyme disease
A69.20	1	Lyme disease, unspecified	Lyme disease, unspecified
A69.21	1	Meningitis due to Lyme disease	Meningitis due to Lyme disease
A69.22	1	Other neurologic disorders in Lyme disease	Other neurologic disorders in Lyme disease
A69.23	1	Arthritis due to Lyme disease	Arthritis due to Lyme disease
A69.29	1	Other conditions associated with Lyme disease	Other conditions associated with Lyme disease
A69.8	1	Other specified spirochetal infections	Other specified spirochetal infections
A69.9	1	Spirochetal infection, unspecified	Spirochetal infection, unspecified
A70	1	Chlamydia psittaci infections	Chlamydia psittaci infections
A71	0	Trachoma	Trachoma
A71.0	1	Initial stage of trachoma	Initial stage of trachoma
A71.1	1	Active stage of trachoma	Active stage of trachoma
A71.9	1	Trachoma, unspecified	Trachoma, unspecified
A74	0	Other diseases caused by chlamydiae	Other diseases caused by chlamydiae
A74.0	1	Chlamydial conjunctivitis	Chlamydial conjunctivitis
A74.8	0	Other chlamydial diseases	Other chlamydial diseases
A74.81	1	Chlamydial peritonitis	Chlamydial peritonitis
A74.89	1	Other chlamydial diseases	Other chlamydial diseases
A74.9	1	Chlamydial infection, unspecified	Chlamydial infection, unspecified
A75	0	Typhus fever	Typhus fever
A75.0	1	Epidemic louse-borne typhus fever d/t Rickettsia prowa	Epidemic louse-borne typhus fever due to Rickettsia prowazekii
A75.1	1	Recrudescent typhus [Brill's disease]	Recrudescent typhus [Brill's disease]
A75.2	1	Typhus fever due to Rickettsia typhi	Typhus fever due to Rickettsia typhi
A75.3	1	Typhus fever due to Rickettsia tsutsugamushi	Typhus fever due to Rickettsia tsutsugamushi
A75.9	1	Typhus fever, unspecified	Typhus fever, unspecified
A77	0	Spotted fever [tick-borne rickettsioses]	Spotted fever [tick-borne rickettsioses]
A77.0	1	Spotted fever due to Rickettsia rickettsii	Spotted fever due to Rickettsia rickettsii
A77.1	1	Spotted fever due to Rickettsia conorii	Spotted fever due to Rickettsia conorii
A77.2	1	Spotted fever due to Rickettsia siberica	Spotted fever due to Rickettsia siberica
A77.3	1	Spotted fever due to Rickettsia australis	Spotted fever due to Rickettsia australis
A77.4	0	Ehrlichiosis	Ehrlichiosis
A77.40	1	Ehrlichiosis, unspecified	Ehrlichiosis, unspecified
A77.41	1	Ehrlichiosis chafeensis [E. chafeensis]	Ehrlichiosis chafeensis [E. chafeensis]
A77.49	1	Other ehrlichiosis	Other ehrlichiosis
A77.8	1	Other spotted fevers	Other spotted fevers
A77.9	1	Spotted fever, unspecified	Spotted fever, unspecified
A78	1	Q fever	Q fever
A79	0	Other rickettsioses	Other rickettsioses
A79.0	1	Trench fever	Trench fever
A79.1	1	Rickettsialpox due to Rickettsia akari	Rickettsialpox due to Rickettsia akari
A79.8	0	Other specified rickettsioses	Other specified rickettsioses
A79.81	1	Rickettsiosis due to Ehrlichia sennetsu	Rickettsiosis due to Ehrlichia sennetsu
A79.89	1	Other specified rickettsioses	Other specified rickettsioses
A79.9	1	Rickettsiosis, unspecified	Rickettsiosis, unspecified
A80	0	Acute poliomyelitis	Acute poliomyelitis
A80.0	1	Acute paralytic poliomyelitis, vaccine-associated	Acute paralytic poliomyelitis, vaccine-associated
A80.1	1	Acute paralytic poliomyelitis, wild virus, imported	Acute paralytic poliomyelitis, wild virus, imported
A80.2	1	Acute paralytic poliomyelitis, wild virus, indigenous	Acute paralytic poliomyelitis, wild virus, indigenous
A80.3	0	Acute paralytic poliomyelitis, other and unspecified	Acute paralytic poliomyelitis, other and unspecified
A80.30	1	Acute paralytic poliomyelitis, unspecified	Acute paralytic poliomyelitis, unspecified
A80.39	1	Other acute paralytic poliomyelitis	Other acute paralytic poliomyelitis
A80.4	1	Acute nonparalytic poliomyelitis	Acute nonparalytic poliomyelitis
A80.9	1	Acute poliomyelitis, unspecified	Acute poliomyelitis, unspecified
A81	0	Atypical virus infections of central nervous system	Atypical virus infections of central nervous system
A81.0	0	Creutzfeldt-Jakob disease	Creutzfeldt-Jakob disease
A81.00	1	Creutzfeldt-Jakob disease, unspecified	Creutzfeldt-Jakob disease, unspecified
A81.01	1	Variant Creutzfeldt-Jakob disease	Variant Creutzfeldt-Jakob disease
A81.09	1	Other Creutzfeldt-Jakob disease	Other Creutzfeldt-Jakob disease
A81.1	1	Subacute sclerosing panencephalitis	Subacute sclerosing panencephalitis
A81.2	1	Progressive multifocal leukoencephalopathy	Progressive multifocal leukoencephalopathy
A81.8	0	Other atypical virus infections of central nervous sys	Other atypical virus infections of central nervous system
A81.81	1	Kuru	Kuru
A81.82	1	Gerstmann-Straussler-Scheinker syndrome	Gerstmann-Straussler-Scheinker syndrome
A81.83	1	Fatal familial insomnia	Fatal familial insomnia
A81.89	1	Other atypical virus infections of central nervous sys	Other atypical virus infections of central nervous system
A81.9	1	Atypical virus infection of central nervous system, un	Atypical virus infection of central nervous system, unspecified
A82	0	Rabies	Rabies
A82.0	1	Sylvatic rabies	Sylvatic rabies
A82.1	1	Urban rabies	Urban rabies
A82.9	1	Rabies, unspecified	Rabies, unspecified
A83	0	Mosquito-borne viral encephalitis	Mosquito-borne viral encephalitis
A83.0	1	Japanese encephalitis	Japanese encephalitis
A83.1	1	Western equine encephalitis	Western equine encephalitis
A83.2	1	Eastern equine encephalitis	Eastern equine encephalitis
A83.3	1	St Louis encephalitis	St Louis encephalitis
A83.4	1	Australian encephalitis	Australian encephalitis
A83.5	1	California encephalitis	California encephalitis
A83.6	1	Rocio virus disease	Rocio virus disease
A83.8	1	Other mosquito-borne viral encephalitis	Other mosquito-borne viral encephalitis
A83.9	1	Mosquito-borne viral encephalitis, unspecified	Mosquito-borne viral encephalitis, unspecified
A84	0	Tick-borne viral encephalitis	Tick-borne viral encephalitis
A84.0	1	Far Eastern tick-borne encephalitis	Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
A84.1	1	Central European tick-borne encephalitis	Central European tick-borne encephalitis
A84.8	1	Other tick-borne viral encephalitis	Other tick-borne viral encephalitis
A84.9	1	Tick-borne viral encephalitis, unspecified	Tick-borne viral encephalitis, unspecified
A85	0	Other viral encephalitis, not elsewhere classified	Other viral encephalitis, not elsewhere classified
A85.0	1	Enteroviral encephalitis	Enteroviral encephalitis
A85.1	1	Adenoviral encephalitis	Adenoviral encephalitis
A85.2	1	Arthropod-borne viral encephalitis, unspecified	Arthropod-borne viral encephalitis, unspecified
A85.8	1	Other specified viral encephalitis	Other specified viral encephalitis
A86	1	Unspecified viral encephalitis	Unspecified viral encephalitis
A87	0	Viral meningitis	Viral meningitis
A87.0	1	Enteroviral meningitis	Enteroviral meningitis
A87.1	1	Adenoviral meningitis	Adenoviral meningitis
A87.2	1	Lymphocytic choriomeningitis	Lymphocytic choriomeningitis
A87.8	1	Other viral meningitis	Other viral meningitis
A87.9	1	Viral meningitis, unspecified	Viral meningitis, unspecified
A88	0	Oth viral infections of central nervous system, NEC	Other viral infections of central nervous system, not elsewhere classified
A88.0	1	Enteroviral exanthematous fever [Boston exanthem]	Enteroviral exanthematous fever [Boston exanthem]
A88.1	1	Epidemic vertigo	Epidemic vertigo
A88.8	1	Other specified viral infections of central nervous sy	Other specified viral infections of central nervous system
A89	1	Unspecified viral infection of central nervous system	Unspecified viral infection of central nervous system
A90	1	Dengue fever [classical dengue]	Dengue fever [classical dengue]
A91	1	Dengue hemorrhagic fever	Dengue hemorrhagic fever
A92	0	Other mosquito-borne viral fevers	Other mosquito-borne viral fevers
A92.0	1	Chikungunya virus disease	Chikungunya virus disease
A92.1	1	O'nyong-nyong fever	O'nyong-nyong fever
A92.2	1	Venezuelan equine fever	Venezuelan equine fever
A92.3	0	West Nile virus infection	West Nile virus infection
A92.30	1	West Nile virus infection, unspecified	West Nile virus infection, unspecified
A92.31	1	West Nile virus infection with encephalitis	West Nile virus infection with encephalitis
A92.32	1	West Nile virus infection with oth neurologic manifest	West Nile virus infection with other neurologic manifestation
A92.39	1	West Nile virus infection with other complications	West Nile virus infection with other complications
A92.4	1	Rift Valley fever	Rift Valley fever
A92.8	1	Other specified mosquito-borne viral fevers	Other specified mosquito-borne viral fevers
A92.9	1	Mosquito-borne viral fever, unspecified	Mosquito-borne viral fever, unspecified
A93	0	Other arthropod-borne viral fevers, not elsewhere clas	Other arthropod-borne viral fevers, not elsewhere classified
A93.0	1	Oropouche virus disease	Oropouche virus disease
A93.1	1	Sandfly fever	Sandfly fever
A93.2	1	Colorado tick fever	Colorado tick fever
A93.8	1	Other specified arthropod-borne viral fevers	Other specified arthropod-borne viral fevers
A94	1	Unspecified arthropod-borne viral fever	Unspecified arthropod-borne viral fever
A95	0	Yellow fever	Yellow fever
A95.0	1	Sylvatic yellow fever	Sylvatic yellow fever
A95.1	1	Urban yellow fever	Urban yellow fever
A95.9	1	Yellow fever, unspecified	Yellow fever, unspecified
A96	0	Arenaviral hemorrhagic fever	Arenaviral hemorrhagic fever
A96.0	1	Junin hemorrhagic fever	Junin hemorrhagic fever
A96.1	1	Machupo hemorrhagic fever	Machupo hemorrhagic fever
A96.2	1	Lassa fever	Lassa fever
A96.8	1	Other arenaviral hemorrhagic fevers	Other arenaviral hemorrhagic fevers
A96.9	1	Arenaviral hemorrhagic fever, unspecified	Arenaviral hemorrhagic fever, unspecified
A98	0	Other viral hemorrhagic fevers, not elsewhere classifi	Other viral hemorrhagic fevers, not elsewhere classified
A98.0	1	Crimean-Congo hemorrhagic fever	Crimean-Congo hemorrhagic fever
A98.1	1	Omsk hemorrhagic fever	Omsk hemorrhagic fever
A98.2	1	Kyasanur Forest disease	Kyasanur Forest disease
A98.3	1	Marburg virus disease	Marburg virus disease
A98.4	1	Ebola virus disease	Ebola virus disease
A98.5	1	Hemorrhagic fever with renal syndrome	Hemorrhagic fever with renal syndrome
A98.8	1	Other specified viral hemorrhagic fevers	Other specified viral hemorrhagic fevers
A99	1	Unspecified viral hemorrhagic fever	Unspecified viral hemorrhagic fever
B00	0	Herpesviral [herpes simplex] infections	Herpesviral [herpes simplex] infections
B00.0	1	Eczema herpeticum	Eczema herpeticum
B00.1	1	Herpesviral vesicular dermatitis	Herpesviral vesicular dermatitis
B00.2	1	Herpesviral gingivostomatitis and pharyngotonsillitis	Herpesviral gingivostomatitis and pharyngotonsillitis
B00.3	1	Herpesviral meningitis	Herpesviral meningitis
B00.4	1	Herpesviral encephalitis	Herpesviral encephalitis
B00.5	0	Herpesviral ocular disease	Herpesviral ocular disease
B00.50	1	Herpesviral ocular disease, unspecified	Herpesviral ocular disease, unspecified
B00.51	1	Herpesviral iridocyclitis	Herpesviral iridocyclitis
B00.52	1	Herpesviral keratitis	Herpesviral keratitis
B00.53	1	Herpesviral conjunctivitis	Herpesviral conjunctivitis
B00.59	1	Other herpesviral disease of eye	Other herpesviral disease of eye
B00.7	1	Disseminated herpesviral disease	Disseminated herpesviral disease
B00.8	0	Other forms of herpesviral infections	Other forms of herpesviral infections
B00.81	1	Herpesviral hepatitis	Herpesviral hepatitis
B00.82	1	Herpes simplex myelitis	Herpes simplex myelitis
B00.89	1	Other herpesviral infection	Other herpesviral infection
B00.9	1	Herpesviral infection, unspecified	Herpesviral infection, unspecified
B01	0	Varicella [chickenpox]	Varicella [chickenpox]
B01.0	1	Varicella meningitis	Varicella meningitis
B01.1	0	Varicella encephalitis, myelitis and encephalomyelitis	Varicella encephalitis, myelitis and encephalomyelitis
B01.11	1	Varicella encephalitis and encephalomyelitis	Varicella encephalitis and encephalomyelitis
B01.12	1	Varicella myelitis	Varicella myelitis
B01.2	1	Varicella pneumonia	Varicella pneumonia
B01.8	0	Varicella with other complications	Varicella with other complications
B01.81	1	Varicella keratitis	Varicella keratitis
B01.89	1	Other varicella complications	Other varicella complications
B01.9	1	Varicella without complication	Varicella without complication
B02	0	Zoster [herpes zoster]	Zoster [herpes zoster]
B02.0	1	Zoster encephalitis	Zoster encephalitis
B02.1	1	Zoster meningitis	Zoster meningitis
B02.2	0	Zoster with other nervous system involvement	Zoster with other nervous system involvement
B02.21	1	Postherpetic geniculate ganglionitis	Postherpetic geniculate ganglionitis
B02.22	1	Postherpetic trigeminal neuralgia	Postherpetic trigeminal neuralgia
B02.23	1	Postherpetic polyneuropathy	Postherpetic polyneuropathy
B02.24	1	Postherpetic myelitis	Postherpetic myelitis
B02.29	1	Other postherpetic nervous system involvement	Other postherpetic nervous system involvement
B02.3	0	Zoster ocular disease	Zoster ocular disease
B02.30	1	Zoster ocular disease, unspecified	Zoster ocular disease, unspecified
B02.31	1	Zoster conjunctivitis	Zoster conjunctivitis
B02.32	1	Zoster iridocyclitis	Zoster iridocyclitis
B02.33	1	Zoster keratitis	Zoster keratitis
B02.34	1	Zoster scleritis	Zoster scleritis
B02.39	1	Other herpes zoster eye disease	Other herpes zoster eye disease
B02.7	1	Disseminated zoster	Disseminated zoster
B02.8	1	Zoster with other complications	Zoster with other complications
B02.9	1	Zoster without complications	Zoster without complications
B03	1	Smallpox	Smallpox
B04	1	Monkeypox	Monkeypox
B05	0	Measles	Measles
B05.0	1	Measles complicated by encephalitis	Measles complicated by encephalitis
B05.1	1	Measles complicated by meningitis	Measles complicated by meningitis
B05.2	1	Measles complicated by pneumonia	Measles complicated by pneumonia
B05.3	1	Measles complicated by otitis media	Measles complicated by otitis media
B05.4	1	Measles with intestinal complications	Measles with intestinal complications
B05.8	0	Measles with other complications	Measles with other complications
B05.81	1	Measles keratitis and keratoconjunctivitis	Measles keratitis and keratoconjunctivitis
B05.89	1	Other measles complications	Other measles complications
B05.9	1	Measles without complication	Measles without complication
B06	0	Rubella [German measles]	Rubella [German measles]
B06.0	0	Rubella with neurological complications	Rubella with neurological complications
B06.00	1	Rubella with neurological complication, unspecified	Rubella with neurological complication, unspecified
B06.01	1	Rubella encephalitis	Rubella encephalitis
B06.02	1	Rubella meningitis	Rubella meningitis
B06.09	1	Other neurological complications of rubella	Other neurological complications of rubella
B06.8	0	Rubella with other complications	Rubella with other complications
B06.81	1	Rubella pneumonia	Rubella pneumonia
B06.82	1	Rubella arthritis	Rubella arthritis
B06.89	1	Other rubella complications	Other rubella complications
B06.9	1	Rubella without complication	Rubella without complication
B07	0	Viral warts	Viral warts
B07.0	1	Plantar wart	Plantar wart
B07.8	1	Other viral warts	Other viral warts
B07.9	1	Viral wart, unspecified	Viral wart, unspecified
B08	0	Oth viral infect with skin and mucous membrane lesions	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified
B08.0	0	Other orthopoxvirus infections	Other orthopoxvirus infections
B08.01	0	Cowpox and vaccinia not from vaccine	Cowpox and vaccinia not from vaccine
B08.010	1	Cowpox	Cowpox
B08.011	1	Vaccinia not from vaccine	Vaccinia not from vaccine
B08.02	1	Orf virus disease	Orf virus disease
B08.03	1	Pseudocowpox [milker's node]	Pseudocowpox [milker's node]
B08.04	1	Paravaccinia, unspecified	Paravaccinia, unspecified
B08.09	1	Other orthopoxvirus infections	Other orthopoxvirus infections
B08.1	1	Molluscum contagiosum	Molluscum contagiosum
B08.2	0	Exanthema subitum [sixth disease]	Exanthema subitum [sixth disease]
B08.20	1	Exanthema subitum [sixth disease], unspecified	Exanthema subitum [sixth disease], unspecified
B08.21	1	Exanthema subitum [sixth disease] due to human herpesv	Exanthema subitum [sixth disease] due to human herpesvirus 6
B08.22	1	Exanthema subitum [sixth disease] due to human herpesv	Exanthema subitum [sixth disease] due to human herpesvirus 7
B08.3	1	Erythema infectiosum [fifth disease]	Erythema infectiosum [fifth disease]
B08.4	1	Enteroviral vesicular stomatitis with exanthem	Enteroviral vesicular stomatitis with exanthem
B08.5	1	Enteroviral vesicular pharyngitis	Enteroviral vesicular pharyngitis
B08.6	0	Parapoxvirus infections	Parapoxvirus infections
B08.60	1	Parapoxvirus infection, unspecified	Parapoxvirus infection, unspecified
B08.61	1	Bovine stomatitis	Bovine stomatitis
B08.62	1	Sealpox	Sealpox
B08.69	1	Other parapoxvirus infections	Other parapoxvirus infections
B08.7	0	Yatapoxvirus infections	Yatapoxvirus infections
B08.70	1	Yatapoxvirus infection, unspecified	Yatapoxvirus infection, unspecified
B08.71	1	Tanapox virus disease	Tanapox virus disease
B08.72	1	Yaba pox virus disease	Yaba pox virus disease
B08.79	1	Other yatapoxvirus infections	Other yatapoxvirus infections
B08.8	1	Oth viral infections with skin and mucous membrane les	Other specified viral infections characterized by skin and mucous membrane lesions
B09	1	Unsp viral infection with skin and mucous membrane les	Unspecified viral infection characterized by skin and mucous membrane lesions
B10	0	Other human herpesviruses	Other human herpesviruses
B10.0	0	Other human herpesvirus encephalitis	Other human herpesvirus encephalitis
B10.01	1	Human herpesvirus 6 encephalitis	Human herpesvirus 6 encephalitis
B10.09	1	Other human herpesvirus encephalitis	Other human herpesvirus encephalitis
B10.8	0	Other human herpesvirus infection	Other human herpesvirus infection
B10.81	1	Human herpesvirus 6 infection	Human herpesvirus 6 infection
B10.82	1	Human herpesvirus 7 infection	Human herpesvirus 7 infection
B10.89	1	Other human herpesvirus infection	Other human herpesvirus infection
B15	0	Acute hepatitis A	Acute hepatitis A
B15.0	1	Hepatitis A with hepatic coma	Hepatitis A with hepatic coma
B15.9	1	Hepatitis A without hepatic coma	Hepatitis A without hepatic coma
B16	0	Acute hepatitis B	Acute hepatitis B
B16.0	1	Acute hepatitis B with delta-agent with hepatic coma	Acute hepatitis B with delta-agent with hepatic coma
B16.1	1	Acute hepatitis B with delta-agent without hepatic com	Acute hepatitis B with delta-agent without hepatic coma
B16.2	1	Acute hepatitis B without delta-agent with hepatic com	Acute hepatitis B without delta-agent with hepatic coma
B16.9	1	Acute hepatitis B w/o delta-agent and without hepatic	Acute hepatitis B without delta-agent and without hepatic coma
B17	0	Other acute viral hepatitis	Other acute viral hepatitis
B17.0	1	Acute delta-(super) infection of hepatitis B carrier	Acute delta-(super) infection of hepatitis B carrier
B17.1	0	Acute hepatitis C	Acute hepatitis C
